Article,Triplet,Title,Head,Relation,Tail
Article 24  Assigned revenue resulting from the participation of EFTA States in certain Union programmes,"('efta', 'executive body', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,efta,executive body,union
Article 25  Donations,"('union', 'executive body', 'the council')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,the council
Article 25  Donations,"('council', 'country', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,council,country,union
Article 26  Corporate sponsorship,"('eur', 'currency', 'eur')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eur,currency,eur
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'executive body', 'protocol no 7 on the privileges and immunities of the european union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,protocol no 7 on the privileges and immunities of the european union
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'executive body', 'teu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,teu
Article 27  Rules on deductions and exchange rate adjustments,"('teu', 'executive body', 'tfeu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,teu,executive body,tfeu
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'CITES Appendix', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,CITES Appendix,union
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'instance of', 'financial year')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,instance of,financial year
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'instance of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,instance of,union
Article 27  Rules on deductions and exchange rate adjustments,"('cost statements', 'follows', 'payment requests')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,cost statements,follows,payment requests
Article 28  General provisions,"('appropriations', 'part of', 'appropriations')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,part of,appropriations
Article 28  General provisions,"('appropriations', 'part of', 'amending budgets')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,part of,amending budgets
Article 28  General provisions,"('the council', 'instance of', 'council')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the council,instance of,council
Article 29  Transfers by Union institutions other than the Commission,"('the council', 'country', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the council,country,union
Article 29  Transfers by Union institutions other than the Commission,"('union', 'executive body', 'the commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,the commission
Article 30  Transfers by the Commission,"('the eagf', 'instance of', 'budgetary guarantee')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the eagf,instance of,budgetary guarantee
Article 30  Transfers by the Commission,"('commission', 'foundational text', 'eagf')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commission,foundational text,eagf
Article 30  Transfers by the Commission,"('council', 'executive body', 'commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,council,executive body,commission
Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions,"('union', 'legislative body', 'the council')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,legislative body,the council
Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions,"('union', 'executive body', 'council')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,council
Article 32  Transfers subject to special provisions,"('l 193/42', 'part of', 'l 193/42')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 193/42,part of,l 193/42
"Article 33  Performance and principles of economy, efficiency and effectiveness","('union institution', 'part of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union institution,part of,union
"Article 33  Performance and principles of economy, efficiency and effectiveness","('objectives', 'follows', 'indicators')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,objectives,follows,indicators
"Article 33  Performance and principles of economy, efficiency and effectiveness","('indicators', 'follows', 'objectives')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,indicators,follows,objectives
Article 34  Evaluations,"('programmes', 'instance of', 'programmes')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,programmes,instance of,programmes
Article 34  Evaluations,"('programme', 'instance of', 'programme')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,programme,instance of,programme
Article 34  Evaluations,"('programme', 'instance of', 'eu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,programme,instance of,eu
Article 34  Evaluations,"('eu', 'instance of', 'programme')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eu,instance of,programme
Article 34  Evaluations,"('eu', 'instance of', 'eu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eu,instance of,eu
Article 34  Evaluations,"('evaluations', 'instance of', 'evaluations')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,evaluations,instance of,evaluations
Article 34  Evaluations,"('evaluations', 'instance of', 'impact assessments')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,evaluations,instance of,impact assessments
Article 34  Evaluations,"('impact assessments', 'instance of', 'evaluations')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,impact assessments,instance of,evaluations
Article 34  Evaluations,"('eu', 'part of', 'eu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eu,part of,eu
Article 34  Evaluations,"('impact assessments', 'instance of', 'impact assessments')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,impact assessments,instance of,impact assessments
Article 35  Compulsory financial statement,"('union', 'CITES Appendix', 'legislative authority')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,CITES Appendix,legislative authority
Article 35  Compulsory financial statement,"('union', 'foundational text', 'legislative authority')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,legislative authority
Article 35  Compulsory financial statement,"('union', 'legislative body', 'legislative authority')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,legislative body,legislative authority
Article 35  Compulsory financial statement,"('the commission', 'CITES Appendix', 'commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the commission,CITES Appendix,commission
Article 35  Compulsory financial statement,"('the commission', 'CITES Appendix', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the commission,CITES Appendix,union
Article 35  Compulsory financial statement,"('union', 'instance of', 'financial statement')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,instance of,financial statement
Article 35  Compulsory financial statement,"('the commission', 'authority', 'commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the commission,authority,commission
Article 35  Compulsory financial statement,"('union', 'CITES Appendix', 'union institution')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,CITES Appendix,union institution
Article 35  Compulsory financial statement,"('errors', 'instance of', 'errors')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,errors,instance of,errors
Article 35  Compulsory financial statement,"('union institution', 'instance of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union institution,instance of,union
Article 36  Internal control of budget implementation,"('l 193/44', 'subclass of', 'control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 193/44,subclass of,control
Article 36  Internal control of budget implementation,"('audit', 'instance of', 'audit')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,audit,instance of,audit
Article 36  Internal control of budget implementation,"('l', 'instance of', 'control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l,instance of,control
Article 36  Internal control of budget implementation,"('commission', 'subclass of', 'implementation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commission,subclass of,implementation
Article 36  Internal control of budget implementation,"('the programme', 'part of', 'implementation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the programme,part of,implementation
Article 36  Internal control of budget implementation,"('the programme', 'subclass of', 'implementation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the programme,subclass of,implementation
Article 36  Internal control of budget implementation,"('chapter 8', 'subclass of', 'implementation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,chapter 8,subclass of,implementation
Article 36  Internal control of budget implementation,"('corrective measures', 'facet of', 'controls')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,corrective measures,facet of,controls
Article 38  Publication of information on recipients and other information,"('charter of fundamental rights of the european union', 'main regulatory text', 'charter of fundamental rights of the european union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,charter of fundamental rights of the european union,main regulatory text,charter of fundamental rights of the european union
Article 38  Publication of information on recipients and other information,"('union', 'said to be the same as', 'persons or entities')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,said to be the same as,persons or entities
Article 38  Publication of information on recipients and other information,"('union', 'foundational text', 'union funds')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,union funds
Article 38  Publication of information on recipients and other information,"('union', 'website account on', 'union institutions')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,website account on,union institutions
Article 39  Estimates of revenue and expenditure,"('councilthe council', 'executive body', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,councilthe council,executive body,commission
Article 39  Estimates of revenue and expenditure,"('commission', 'office held by head of the organization', 'high representative')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,commission,office held by head of the organization,high representative
Article 41  Draft budget,"('the commission', 'instance of', 'union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the commission,instance of,union
Article 41  Draft budget,"('it', 'authority', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,it,authority,commission
Article 41  Draft budget,"('l', 'instance of', 'l')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,l,instance of,l
Article 41  Draft budget,"('union', 'foundational text', 'union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,foundational text,union
Article 41  Draft budget,"('the commission', 'official observer status in organisation', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the commission,official observer status in organisation,commission
Article 41  Draft budget,"('commission', 'official observer status in organisation', 'the commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,commission,official observer status in organisation,the commission
Article 41  Draft budget,"('union', 'foundational text', 'article 33')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,foundational text,article 33
Article 41  Draft budget,"('the programme', 'follows', 'article 33')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the programme,follows,article 33
Article 41  Draft budget,"('the programme', 'foundational text', 'article 33')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the programme,foundational text,article 33
Article 41  Draft budget,"('the programme', 'part of', 'article 33')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the programme,part of,article 33
Article 41  Draft budget,"('budgetary', 'instance of', 'budgetary')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,budgetary,instance of,budgetary
Article 41  Draft budget,"('the union', 'foundational text', 'article 209(3)')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,foundational text,article 209(3)
Article 41  Draft budget,"('the union', 'instance of', 'union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,instance of,union
Article 41  Draft budget,"('the union', 'part of', 'union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,part of,union
Article 41  Draft budget,"('fiduciary account', 'instance of', 'fiduciary account')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,fiduciary account,instance of,fiduciary account
Article 41  Draft budget,"('the union', 'foundational text', 'union basic act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,foundational text,union basic act
Article 41  Draft budget,"('union', 'foundational text', 'article 155(2)')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,foundational text,article 155(2)
Article 41  Draft budget,"('the union', 'external auditor', 'common provisioning fund')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,external auditor,common provisioning fund
Article 41  Draft budget,"('commission', 'executive body', 'the commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,commission,executive body,the commission
Article 41  Draft budget,"('commission', 'court', 'court of justice of the union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,commission,court,court of justice of the union
Article 41  Draft budget,"('the eeas’', 'member of', 'the eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the eeas’,member of,the eeas
Article 41  Draft budget,"('union', 'executive body', 'the eeasthe eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,executive body,the eeasthe eeas
